Date,Price,Open,High,Low,Vol.,Change %
08/13/2013,65.37,65.77,65.96,65.19,1.12M,0.03%
08/12/2013,65.35,65.38,65.58,65.1,262.08K,-0.11%
08/07/2013,65.42,64.57,65.77,64.28,350.49K,1.46%
08/06/2013,64.48,64.88,64.89,63.46,1.32M,0.12%
08/05/2013,64.4,64.9,64.9,63.36,1.70M,-0.79%
08/01/2013,64.91,64.48,65.38,62.5,4.17M,-0.37%
07/31/2013,65.15,65.37,65.38,64.52,988.01K,0.52%
07/30/2013,64.81,65.41,65.85,64.33,860.09K,-0.80%
07/29/2013,65.33,65.86,66.34,65.1,2.14M,-1.27%
07/26/2013,66.17,66.35,66.35,65.77,484.13K,-0.42%
07/25/2013,66.45,67.11,67.26,65.87,646.89K,-0.52%
07/24/2013,66.8,67.69,68.12,66.68,1.29M,-1.17%
07/23/2013,67.59,67.31,67.88,66.73,9.42M,0.52%
07/22/2013,67.24,66.15,67.31,65.91,2.04M,1.42%
07/19/2013,66.3,65.85,66.8,65.85,855.41K,1.04%
07/18/2013,65.62,65.38,66.25,65.19,984.89K,-0.08%
07/17/2013,65.67,64.4,66.25,64.23,3.94M,2.74%
07/16/2013,63.92,64.18,64.28,63.46,3.02M,0.03%
07/15/2013,63.9,65.29,66.3,63.39,2.31M,-2.37%
07/12/2013,65.45,65.62,66.19,65.3,481.53K,0.06%
07/11/2013,65.41,66.35,66.4,65.29,658.85K,-1.49%
07/10/2013,66.4,67.26,67.79,65.76,5.42M,-0.09%
07/09/2013,66.46,65.52,67.3,64.28,3.54M,2.42%
07/08/2013,64.89,63.94,65.55,63.94,1.75M,2.40%
07/05/2013,63.37,62.88,63.94,62.5,1.76M,1.46%
07/04/2013,62.46,61.61,62.69,61.54,1.74M,1.41%
07/03/2013,61.59,61.54,61.63,60.92,1.32M,0.49%
07/02/2013,61.29,60.58,61.53,60.38,2.67M,1.71%
07/01/2013,60.26,59.71,60.58,59.41,1.09M,1.65%
06/28/2013,59.28,60.38,61.05,59.13,3.33M,0.14%
06/27/2013,59.2,59.04,59.61,58.65,1.35M,1.60%
06/26/2013,58.27,59.13,59.6,58.08,1.94M,-1.00%
06/25/2013,58.86,58.49,60.33,58.03,3.96M,1.89%
06/24/2013,57.77,59.61,60.09,57.68,3.85M,-2.56%
06/21/2013,59.29,59.61,60.0,58.99,1.29M,-0.62%
06/20/2013,59.66,59.85,60.47,59.52,760.25K,-0.30%
06/19/2013,59.84,60.1,60.37,59.61,773.25K,0.64%
06/18/2013,59.46,60.06,60.28,58.64,2.69M,-0.44%
06/17/2013,59.72,61.84,61.84,59.42,1.45M,-3.22%
06/14/2013,61.71,62.5,62.5,60.62,868.93K,-1.81%
06/13/2013,62.85,61.52,63.12,61.34,2.36M,3.41%
06/12/2013,60.78,59.6,61.49,59.52,2.45M,2.86%
06/11/2013,59.09,59.85,59.85,58.41,1.22M,0.56%
